Call ID,Caller ID,Receiver ID,Call Time,Duration,Call Status,Call Outcome,Wait Time (seconds),Rating,Answered,Direction,Caller Name,Receiver Name
CALL-5675,E6276,R7681,2024-10-25 07:52:24,83,Completed,Unsuccessful,48,,Yes,Outgoing,Arjun Gupta,Neha Patel
CALL-5202,E8276,R6508,2024-12-02 03:34:15,398,Missed,,11,,No,Outgoing,Neha Chauhan,Aarav Singh
CALL-9925,E8111,R7192,2024-10-07 05:35:45,392,Missed,Successful,41,1.0,No,Incoming,Priya Gupta,Aarav Sharma
CALL-9682,E7855,R6570,2024-12-27 05:49:46,449,Completed,Unsuccessful,37,,Yes,Incoming,Priya Singh,Aryan Singh
CALL-5933,E7010,R5962,2024-08-03 21:47:03,336,Missed,Successful,58,4.0,No,Outgoing,Aryan Verma,Aarav Gupta
CALL-7906,E3866,R4907,2024-05-22 12:08:49,309,Missed,Successful,6,1.0,No,Incoming,Rohan Chauhan,Rohan Mehta
CALL-4979,E5757,R3061,2024-07-23 06:38:24,571,Completed,,20,,Yes,Incoming,Ananya Patel,Diya Verma
CALL-7250,E4509,R8477,2024-03-20 15:43:24,231,Completed,,53,1.0,Yes,Outgoing,Aditya Mehta,Krishna Mehta
CALL-4580,E3351,R9964,2024-06-25 19:20:28,513,Missed,Successful,46,,No,Outgoing,Ananya Verma,Sneha Gupta
CALL-1496,E1060,R7398,2024-05-30 03:43:45,262,Missed,,38,,No,Outgoing,Rahul Patel,Aarav Khan
CALL-1669,E9317,R7621,2024-11-01 04:21:16,505,Missed,,45,,No,Outgoing,Aryan Mehta,Ananya Gupta
CALL-9471,E6927,R3648,2024-08-08 09:48:37,382,Missed,Unsuccessful,6,1.0,No,Incoming,Priya Chauhan,Meera Mehta
CALL-8877,E8133,R7676,2024-04-25 17:23:04,158,Completed,,60,1.0,Yes,Incoming,Aarav Gupta,Aarav Joshi
CALL-2274,E8848,R7772,2024-10-25 13:51:27,373,Completed,,53,,Yes,Outgoing,Priya Sharma,Priya Chauhan
CALL-3954,E5040,R6901,2024-12-15 18:35:56,41,Completed,Unsuccessful,33,4.0,Yes,Outgoing,Rahul Joshi,Meera Rao
CALL-5951,E6719,R9266,2024-10-11 17:03:02,45,Completed,Successful,32,,Yes,Outgoing,Sneha Mehta,Aditya Patel
CALL-7058,E5862,R3519,2024-10-29 02:59:46,325,Completed,Unsuccessful,12,,Yes,Incoming,Aanya Singh,Arjun Rao
CALL-6813,E7314,R4519,2024-05-25 23:59:51,40,Missed,Successful,29,5.0,No,Incoming,Rohan Singh,Aditi Gupta
CALL-9043,E6153,R1722,2024-03-15 03:49:42,562,Completed,,18,,Yes,Incoming,Meera Joshi,Vivaan Rao
CALL-2193,E4580,R9266,2024-11-21 01:17:52,428,Missed,,38,,No,Incoming,Karthik Singh,Aditya Patel
CALL-1555,E8610,R7192,2024-09-15 16:25:34,171,Completed,Unsuccessful,25,,Yes,Incoming,Ananya Chauhan,Aarav Sharma
CALL-5298,E7241,R3842,2024-09-24 15:12:51,86,Missed,Successful,22,2.0,No,Incoming,Ishika Verma,Sneha Rao
CALL-9021,E9702,R7247,2024-05-05 07:48:00,208,Completed,Successful,26,,Yes,Outgoing,Aryan Gupta,Vivaan Chauhan
CALL-2794,E9094,R8477,2024-07-30 00:47:12,366,Completed,Unsuccessful,15,4.0,Yes,Incoming,Sneha Khan,Krishna Mehta
CALL-6482,E3866,R9575,2024-05-28 14:41:56,377,Completed,Unsuccessful,49,,Yes,Outgoing,Rohan Chauhan,Karthik Joshi
CALL-2489,E4943,R4969,2024-05-01 03:51:47,177,Completed,Unsuccessful,34,,Yes,Outgoing,Ishaan Rao,Aditi Khan
CALL-6491,E7177,R3515,2024-08-23 03:14:30,238,Completed,Successful,42,3.0,Yes,Incoming,Ishaan Singh,Ishika Joshi
CALL-1826,E4562,R5299,2024-03-09 13:58:24,226,Completed,Unsuccessful,14,,Yes,Outgoing,Sneha Chauhan,Aditya Verma
CALL-9066,E3636,R3117,2024-07-30 20:41:43,349,Missed,,24,,No,Outgoing,Ishaan Joshi,Diya Sharma
CALL-6417,E5419,R7176,2024-05-31 06:05:04,473,Completed,Unsuccessful,21,,Yes,Outgoing,Priya Khan,Ishika Chauhan
CALL-9414,E4591,R9266,2024-03-30 04:11:27,53,Completed,,7,,Yes,Outgoing,Ishika Joshi,Aditya Patel
CALL-3352,E4302,R6197,2024-10-14 17:15:09,224,Missed,Unsuccessful,26,,No,Incoming,Ishaan Mehta,Rohan Chauhan
CALL-1048,E9714,R9955,2024-05-11 05:39:11,159,Missed,,30,2.0,No,Incoming,Aditi Verma,Meera Patel
CALL-4732,E8722,R9774,2024-11-29 11:56:52,201,Missed,Successful,49,3.0,No,Outgoing,Rahul Rao,Neha Gupta
CALL-8160,E2912,R4221,2024-01-30 17:44:57,272,Missed,Successful,56,1.0,No,Incoming,Aditi Sharma,Neha Verma
CALL-6837,E7180,R9921,2024-01-01 03:21:59,194,Missed,Unsuccessful,28,,No,Incoming,Krishna Singh,Reyansh Verma
CALL-6085,E7080,R9096,2024-05-04 23:40:48,302,Missed,Successful,19,,No,Outgoing,Sneha Sharma,Neha Mehta
CALL-8087,E9625,R7487,2024-06-01 20:19:26,439,Completed,Successful,18,3.0,Yes,Incoming,Sneha Singh,Rohan Verma
CALL-2418,E6658,R6901,2024-12-17 09:01:57,242,Missed,,60,,No,Outgoing,Ishaan Sharma,Meera Rao
CALL-1165,E2882,R6832,2024-10-21 08:58:08,555,Completed,Unsuccessful,13,4.0,Yes,Outgoing,Ananya Singh,Aditi Verma
CALL-9894,E4508,R2053,2024-02-19 18:40:14,88,Missed,Successful,22,,No,Outgoing,Aryan Patel,Krishna Sharma
CALL-1330,E2521,R4021,2024-01-30 20:25:02,59,Completed,,51,,Yes,Outgoing,Reyansh Chauhan,Aditya Singh
CALL-3945,E1218,R1722,2024-11-26 19:57:46,275,Missed,,36,4.0,No,Incoming,Aanya Rao,Vivaan Rao
CALL-9006,E3810,R2278,2024-12-27 15:19:15,30,Missed,,15,4.0,No,Incoming,Vivaan Verma,Aryan Chauhan
CALL-2497,E4591,R7772,2024-10-06 09:22:55,218,Completed,,41,,Yes,Outgoing,Ishika Joshi,Priya Chauhan
CALL-2346,E2779,R5933,2024-05-27 23:19:48,470,Missed,Unsuccessful,27,1.0,No,Outgoing,Aarav Singh,Rahul Verma
CALL-9949,E4312,R2101,2024-12-10 17:17:39,489,Completed,,28,,Yes,Incoming,Rahul Khan,Aanya Sharma
CALL-2345,E3810,R7676,2024-05-03 23:57:23,218,Missed,Unsuccessful,35,4.0,No,Incoming,Vivaan Verma,Aarav Joshi
CALL-3370,E5364,R7421,2024-03-27 08:21:04,551,Missed,,41,,No,Outgoing,Ishaan Chauhan,Aanya Singh
CALL-7448,E8504,R2772,2024-05-29 17:22:21,301,Completed,Successful,2,,Yes,Incoming,Rahul Chauhan,Aryan Sharma
CALL-5283,E4889,R4221,2024-09-02 23:07:41,44,Missed,,9,4.0,No,Outgoing,Aarav Verma,Neha Verma
CALL-4177,E4889,R9411,2024-05-23 07:57:10,270,Missed,Unsuccessful,30,,No,Incoming,Aarav Verma,Ananya Rao
CALL-1132,E3736,R4718,2024-09-03 03:11:57,169,Missed,,54,,No,Outgoing,Vivaan Rao,Karthik Rao
CALL-6099,E6483,R6919,2024-11-26 22:48:25,55,Completed,,58,2.0,Yes,Incoming,Ananya Gupta,Diya Mehta
CALL-2485,E5502,R3437,2024-06-16 02:45:38,79,Missed,Unsuccessful,36,,No,Incoming,Arjun Joshi,Meera Sharma
CALL-4174,E4694,R8837,2024-11-27 16:27:11,258,Completed,,10,,Yes,Outgoing,Aarav Khan,Rohan Singh
CALL-4072,E7080,R5483,2024-12-02 11:25:14,61,Completed,,16,,Yes,Incoming,Krishna Mehta,Neha Rao
CALL-4569,E7218,R8105,2024-05-16 16:39:19,557,Completed,Successful,20,,Yes,Outgoing,Reyansh Verma,Ishaan Mehta
CALL-2472,E4049,R9659,2024-12-14 05:05:22,345,Missed,,37,5.0,No,Outgoing,Rohan Rao,Priya Singh
CALL-4548,E7855,R1500,2024-11-26 16:55:38,113,Completed,Successful,1,,Yes,Incoming,Priya Singh,Rohan Patel
CALL-5325,E4591,R8525,2024-07-29 04:47:28,105,Completed,Successful,45,,Yes,Incoming,Ishika Joshi,Reyansh Chauhan
CALL-8713,E5631,R5933,2024-02-17 23:01:46,499,Completed,,18,,Yes,Outgoing,Arjun Rao,Rahul Verma
CALL-2527,E4471,R4741,2024-06-06 12:09:45,81,Completed,Successful,55,4.0,Yes,Outgoing,Meera Patel,Sneha Patel
CALL-2270,E4049,R1531,2024-04-28 07:38:27,73,Completed,,24,,Yes,Outgoing,Rohan Rao,Aanya Gupta
CALL-5870,E6500,R9702,2024-08-21 04:37:34,232,Missed,Unsuccessful,15,4.0,No,Incoming,Aditi Khan,Aryan Patel
CALL-1903,E7855,R3554,2024-09-03 01:36:47,585,Missed,Successful,8,2.0,No,Outgoing,Priya Singh,Meera Gupta
CALL-6977,E3998,R2304,2024-08-07 06:12:45,343,Completed,Successful,25,,Yes,Incoming,Reyansh Sharma,Arjun Chauhan
CALL-3653,E2013,R2906,2024-02-15 08:52:45,284,Missed,Unsuccessful,16,1.0,No,Incoming,Aryan Chauhan,Rahul Rao
CALL-5760,E3810,R1722,2024-02-26 23:45:12,340,Completed,Successful,51,,Yes,Incoming,Vivaan Verma,Vivaan Rao
CALL-8334,E7829,R3300,2024-07-20 00:10:44,237,Completed,Successful,55,,Yes,Incoming,Aditi Patel,Neha Khan
CALL-2229,E4508,R3593,2024-09-07 15:03:17,471,Completed,Unsuccessful,31,2.0,Yes,Outgoing,Aryan Patel,Karthik Patel
CALL-7501,E4332,R4344,2024-02-26 17:29:15,233,Completed,Successful,32,,Yes,Incoming,Rahul Verma,Priya Rao
CALL-3070,E2904,R7487,2024-10-04 00:04:30,566,Completed,,9,5.0,Yes,Incoming,Ishaan Khan,Rohan Verma
CALL-9458,E9012,R4396,2024-12-17 19:35:03,61,Missed,,47,4.0,No,Incoming,Karthik Mehta,Aarav Mehta
CALL-4305,E8271,R9964,2024-12-15 04:08:57,306,Missed,Unsuccessful,33,,No,Incoming,Vivaan Singh,Sneha Gupta
CALL-7716,E4943,R3117,2024-06-02 01:32:44,463,Missed,Successful,52,4.0,No,Incoming,Ishaan Rao,Diya Sharma
CALL-9265,E2278,R5992,2024-05-13 07:52:37,264,Completed,Successful,36,5.0,Yes,Outgoing,Arjun Mehta,Arjun Verma
CALL-3645,E3419,R7997,2024-05-22 04:43:42,507,Completed,,17,3.0,Yes,Incoming,Rahul Singh,Karthik Gupta
CALL-3839,E3473,R5962,2024-05-26 21:29:34,560,Completed,Unsuccessful,49,,Yes,Incoming,Neha Gupta,Aarav Gupta
CALL-6900,E7598,R6820,2024-01-24 00:51:55,298,Completed,,23,,Yes,Outgoing,Vivaan Mehta,Priya Joshi
CALL-9250,E4889,R5837,2024-01-16 05:04:43,382,Completed,Successful,12,5.0,Yes,Outgoing,Aarav Verma,Aditya Sharma
CALL-5098,E6503,R7772,2024-12-27 18:28:17,248,Missed,Unsuccessful,49,2.0,No,Incoming,Krishna Sharma,Priya Chauhan
CALL-8779,E3419,R9617,2024-01-26 05:01:20,492,Missed,,14,3.0,No,Incoming,Rahul Singh,Aanya Joshi
CALL-5652,E1614,R9524,2024-02-09 11:50:34,315,Completed,,18,4.0,Yes,Incoming,Krishna Verma,Aditi Sharma
CALL-6655,E4918,R5020,2024-12-28 23:27:13,429,Completed,Unsuccessful,21,2.0,Yes,Outgoing,Ishika Gupta,Diya Joshi
CALL-8063,E3473,R8477,2024-03-12 11:09:46,145,Completed,Unsuccessful,32,,Yes,Outgoing,Neha Gupta,Krishna Mehta
CALL-6815,E7598,R5996,2024-11-09 18:52:07,217,Completed,Successful,48,,Yes,Outgoing,Vivaan Mehta,Vivaan Joshi
CALL-5552,E8809,R7772,2024-02-12 15:12:45,373,Missed,Unsuccessful,35,5.0,No,Incoming,Meera Verma,Priya Chauhan
CALL-4436,E5453,R4327,2024-04-10 07:51:28,30,Completed,,58,,Yes,Incoming,Aditya Patel,Diya Chauhan
CALL-7979,E7162,R2918,2024-02-05 21:14:10,132,Missed,Successful,8,,No,Incoming,Karthik Patel,Reyansh Khan
CALL-1940,E2690,R7361,2024-05-23 17:38:56,288,Completed,Successful,22,,Yes,Outgoing,Aditya Joshi,Neha Sharma
CALL-2306,E8795,R8477,2024-05-17 06:24:38,93,Completed,Successful,18,4.0,Yes,Outgoing,Reyansh Khan,Krishna Mehta
CALL-5783,E9965,R8715,2024-05-13 04:20:40,84,Completed,Successful,15,5.0,Yes,Outgoing,Vivaan Gupta,Aditya Rao
CALL-9958,E1497,R5922,2024-06-21 02:16:33,310,Missed,Successful,39,2.0,No,Outgoing,Aarav Rao,Reyansh Rao
CALL-5467,E4889,R9167,2024-12-28 19:11:22,558,Completed,Successful,60,5.0,Yes,Outgoing,Aarav Verma,Aanya Patel
CALL-7432,E1883,R9453,2024-10-06 15:09:22,184,Completed,Unsuccessful,10,,Yes,Incoming,Ishika Singh,Sneha Chauhan
CALL-3428,E7428,R4290,2024-05-25 18:37:02,484,Completed,Successful,17,1.0,Yes,Incoming,Priya Rao,Ishika Patel
CALL-2801,E9375,R6600,2024-06-16 13:15:14,177,Completed,Unsuccessful,11,,Yes,Incoming,Rohan Khan,Aryan Rao
CALL-8909,E8181,R6508,2024-07-08 15:35:13,347,Missed,,23,,No,Outgoing,Ishika Sharma,Aarav Singh
CALL-5391,E7199,R6993,2024-04-03 14:16:21,263,Missed,Successful,45,,No,Incoming,Aditi Singh,Aditi Chauhan
CALL-8288,E7855,R1740,2024-10-24 08:32:29,264,Missed,Successful,7,4.0,No,Outgoing,Priya Singh,Ishaan Chauhan
CALL-2093,E9702,R4716,2024-01-24 06:30:46,564,Missed,,60,,No,Incoming,Aryan Gupta,Arjun Joshi
CALL-8748,E8610,R1531,2024-04-22 09:59:41,418,Completed,,20,,Yes,Outgoing,Ananya Chauhan,Aanya Gupta
CALL-1528,E4198,R9825,2024-11-05 22:36:24,357,Completed,Unsuccessful,25,,Yes,Incoming,Aditi Mehta,Vivaan Sharma
CALL-3753,E6054,R1689,2024-03-18 01:28:01,172,Missed,Unsuccessful,54,3.0,No,Outgoing,Aditya Rao,Aryan Mehta
CALL-6902,E9965,R7997,2024-06-04 17:36:41,437,Missed,Successful,36,,No,Outgoing,Vivaan Gupta,Karthik Gupta
CALL-8868,E4580,R2716,2024-10-12 00:22:50,67,Completed,Unsuccessful,43,,Yes,Incoming,Karthik Singh,Ishaan Patel
CALL-4044,E6927,R4969,2024-09-07 20:53:44,435,Missed,Successful,6,5.0,No,Incoming,Priya Chauhan,Aditi Khan
CALL-6011,E4978,R6993,2024-11-28 16:44:01,402,Completed,,1,,Yes,Outgoing,Vivaan Chauhan,Aditi Chauhan
CALL-2721,E8830,R9096,2024-05-23 06:16:14,385,Completed,Unsuccessful,46,,Yes,Incoming,Priya Patel,Neha Mehta
CALL-1854,E8110,R5020,2024-05-26 15:04:55,429,Missed,Unsuccessful,48,4.0,No,Incoming,Neha Patel,Diya Joshi
CALL-8296,E3806,R6388,2024-11-28 14:47:53,284,Completed,,47,,Yes,Outgoing,Karthik Verma,Priya Khan
CALL-8883,E4694,R5741,2024-04-09 11:12:45,388,Completed,Successful,8,3.0,Yes,Incoming,Aarav Khan,Ananya Sharma
CALL-3550,E2184,R9266,2024-03-03 04:15:45,268,Completed,Successful,43,4.0,Yes,Outgoing,Aditya Sharma,Aditya Patel
CALL-5114,E7789,R1975,2024-07-03 10:36:23,71,Missed,Successful,48,,No,Outgoing,Krishna Khan,Sneha Singh
CALL-6072,E2403,R6508,2024-02-05 12:15:14,274,Completed,,55,,Yes,Outgoing,Diya Rao,Aarav Singh
CALL-8650,E6927,R3648,2024-12-25 06:40:10,469,Missed,Successful,27,1.0,No,Incoming,Priya Chauhan,Meera Mehta
CALL-8434,E6054,R3757,2024-04-15 12:50:38,418,Missed,,25,4.0,No,Outgoing,Aditya Rao,Ishaan Gupta
CALL-2098,E3419,R9167,2024-04-29 15:29:59,542,Completed,Successful,60,3.0,Yes,Incoming,Rahul Singh,Aanya Patel
CALL-6885,E8610,R2707,2024-01-18 14:50:19,372,Completed,Successful,43,,Yes,Outgoing,Ananya Chauhan,Ishika Singh
CALL-1887,E2278,R2291,2024-08-17 23:34:59,278,Completed,Successful,46,,Yes,Outgoing,Arjun Mehta,Sneha Sharma
CALL-1630,E1306,R5423,2024-12-20 04:22:53,408,Missed,Successful,45,3.0,No,Outgoing,Aditya Chauhan,Krishna Verma
CALL-5624,E2288,R8956,2024-09-23 07:12:45,175,Missed,Unsuccessful,48,,No,Outgoing,Ananya Sharma,Diya Rao
CALL-5503,E7010,R7361,2024-03-02 07:33:51,318,Completed,Unsuccessful,47,2.0,Yes,Outgoing,Aryan Verma,Neha Sharma
CALL-6580,E2385,R7088,2024-03-08 10:39:50,575,Completed,Successful,50,4.0,Yes,Outgoing,Aarav Chauhan,Rahul Joshi
CALL-5388,E4507,R5933,2024-12-27 13:41:07,74,Completed,Successful,4,1.0,Yes,Outgoing,Rohan Verma,Rahul Verma
CALL-9066,E8110,R1500,2024-12-13 09:09:20,287,Completed,Successful,29,5.0,Yes,Outgoing,Neha Patel,Rohan Patel
CALL-3118,E2164,R7398,2024-05-26 14:23:32,406,Completed,Successful,26,5.0,Yes,Incoming,Aditya Singh,Aarav Khan
CALL-9867,E6927,R2304,2024-06-30 08:51:40,413,Missed,Unsuccessful,11,2.0,No,Incoming,Priya Chauhan,Arjun Chauhan
CALL-5601,E6205,R3315,2024-08-29 07:19:05,156,Missed,,41,,No,Incoming,Rohan Mehta,Aryan Verma
CALL-8580,E2288,R8952,2024-09-10 22:53:27,31,Completed,Unsuccessful,32,,Yes,Outgoing,Ananya Sharma,Rohan Sharma
CALL-7463,E8722,R6600,2024-04-26 12:58:10,278,Completed,Unsuccessful,33,,Yes,Outgoing,Rahul Rao,Aryan Rao
CALL-2899,E7314,R7002,2024-10-29 05:19:18,329,Completed,Unsuccessful,15,1.0,Yes,Outgoing,Rohan Singh,Krishna Chauhan
CALL-9092,E6054,R3227,2024-11-22 21:05:01,74,Missed,Unsuccessful,2,5.0,No,Outgoing,Aditya Rao,Meera Chauhan
CALL-3321,E6444,R2851,2024-12-15 23:22:20,484,Missed,Unsuccessful,25,5.0,No,Incoming,Karthik Chauhan,Diya Gupta
CALL-9569,E9244,R9406,2024-04-12 18:36:22,305,Completed,Successful,9,1.0,Yes,Incoming,Aanya Khan,Rohan Khan
CALL-8722,E2882,R8525,2024-02-29 22:41:57,268,Completed,Unsuccessful,44,,Yes,Outgoing,Ananya Singh,Reyansh Chauhan
CALL-5165,E4471,R4741,2024-02-27 17:50:22,366,Missed,Successful,56,4.0,No,Outgoing,Meera Patel,Sneha Patel
CALL-7472,E2339,R6001,2024-05-06 11:05:20,271,Completed,Successful,44,,Yes,Incoming,Arjun Verma,Rohan Gupta
CALL-5333,E1060,R3050,2024-03-04 05:19:21,281,Missed,Unsuccessful,17,3.0,No,Outgoing,Rahul Patel,Aditi Singh
CALL-4223,E8155,R5483,2024-04-25 07:48:13,231,Missed,,51,,No,Outgoing,Ishika Khan,Neha Rao
CALL-8685,E7899,R1991,2024-11-22 02:04:27,46,Missed,,27,3.0,No,Incoming,Karthik Rao,Sneha Khan
CALL-8398,E4312,R8536,2024-12-14 13:24:13,332,Completed,,6,2.0,Yes,Incoming,Rahul Khan,Rohan Rao
CALL-5630,E7175,R7361,2024-09-22 14:59:29,44,Completed,Successful,35,,Yes,Outgoing,Aanya Chauhan,Neha Sharma
CALL-3521,E6536,R3437,2024-05-24 00:25:02,241,Missed,,4,2.0,No,Incoming,Aryan Rao,Meera Sharma
CALL-6679,E6728,R7579,2024-09-14 09:25:28,354,Missed,Unsuccessful,25,,No,Incoming,Diya Verma,Neha Singh
CALL-6809,E8848,R6901,2024-04-06 13:36:42,270,Missed,,25,,No,Outgoing,Priya Sharma,Meera Rao
CALL-8330,E8809,R4969,2024-11-26 15:05:03,479,Completed,,33,,Yes,Incoming,Meera Verma,Aditi Khan
CALL-7249,E3464,R4718,2024-12-03 04:50:17,576,Missed,Unsuccessful,6,4.0,No,Incoming,Vivaan Khan,Karthik Rao
CALL-8872,E9656,R5996,2024-08-29 15:03:25,424,Missed,Successful,7,5.0,No,Outgoing,Krishna Rao,Vivaan Joshi
CALL-9230,E1261,R3593,2024-06-08 21:23:48,595,Completed,,18,,Yes,Outgoing,Ishaan Verma,Karthik Patel
CALL-2191,E7233,R8029,2024-08-28 05:50:35,91,Missed,Unsuccessful,4,,No,Outgoing,Diya Patel,Vivaan Gupta
CALL-1731,E9244,R8105,2024-01-22 22:02:24,270,Completed,,7,,Yes,Incoming,Aanya Khan,Ishaan Mehta
CALL-2701,E8795,R7002,2024-02-18 11:06:38,190,Missed,Unsuccessful,40,,No,Outgoing,Reyansh Khan,Krishna Chauhan
CALL-2191,E2385,R2275,2024-05-28 11:49:12,240,Completed,,18,3.0,Yes,Incoming,Aarav Chauhan,Vivaan Singh
CALL-2236,E8111,R7579,2024-02-17 20:24:05,255,Missed,Successful,30,4.0,No,Outgoing,Priya Gupta,Neha Singh
CALL-5345,E6119,R4716,2024-10-02 14:00:13,331,Completed,Successful,13,1.0,Yes,Incoming,Neha Rao,Arjun Joshi
CALL-3372,E4440,R7965,2024-12-07 21:10:50,485,Missed,Successful,7,2.0,No,Incoming,Diya Chauhan,Vivaan Mehta
CALL-7565,E8058,R5741,2024-06-10 11:20:22,474,Completed,Successful,6,,Yes,Outgoing,Reyansh Patel,Ananya Sharma
CALL-4542,E3736,R7997,2024-05-18 00:08:29,59,Missed,,34,,No,Outgoing,Vivaan Rao,Karthik Gupta
CALL-7349,E8058,R6820,2024-12-21 11:42:36,268,Completed,Successful,40,,Yes,Outgoing,Reyansh Patel,Priya Joshi
CALL-6514,E6054,R4519,2024-02-22 22:00:10,367,Completed,Unsuccessful,60,,Yes,Incoming,Aditya Rao,Aditi Gupta
CALL-9419,E8810,R5668,2024-11-12 05:47:35,170,Missed,,32,,No,Incoming,Aanya Patel,Priya Mehta
CALL-4787,E1055,R1866,2024-01-06 17:08:54,402,Completed,,48,3.0,Yes,Outgoing,Arjun Sharma,Krishna Patel
CALL-7207,E6119,R5837,2024-10-21 05:18:51,584,Completed,Successful,2,2.0,Yes,Outgoing,Neha Rao,Aditya Sharma
CALL-1656,E3464,R4716,2024-02-20 22:16:58,285,Completed,Unsuccessful,9,,Yes,Outgoing,Vivaan Khan,Arjun Joshi
CALL-5425,E1883,R2707,2024-02-14 23:37:11,305,Completed,Unsuccessful,34,4.0,Yes,Outgoing,Ishika Singh,Ishika Singh
CALL-8738,E6276,R6001,2024-09-28 00:11:16,109,Completed,Unsuccessful,60,5.0,Yes,Incoming,Arjun Gupta,Rohan Gupta
CALL-1877,E1621,R5933,2024-07-05 11:16:48,296,Completed,Unsuccessful,51,5.0,Yes,Outgoing,Vivaan Joshi,Rahul Verma
CALL-8241,E9702,R2914,2024-10-25 02:12:33,47,Missed,Successful,50,1.0,No,Outgoing,Aryan Gupta,Aryan Joshi
CALL-7902,E7314,R5837,2024-08-20 01:14:47,72,Missed,,45,,No,Outgoing,Rohan Singh,Aditya Sharma
CALL-1727,E4440,R6052,2024-05-21 21:44:36,310,Missed,Successful,33,5.0,No,Incoming,Diya Chauhan,Ananya Joshi
CALL-1166,E8110,R4396,2024-10-06 20:53:53,149,Completed,Successful,15,,Yes,Outgoing,Neha Patel,Aarav Mehta
CALL-3102,E9019,R6052,2024-11-18 05:58:57,419,Completed,,34,,Yes,Outgoing,Krishna Joshi,Ananya Joshi
CALL-6791,E4309,R1027,2024-11-30 05:22:19,365,Completed,Unsuccessful,34,,Yes,Outgoing,Ishaan Gupta,Meera Khan
CALL-2316,E7943,R3402,2024-07-27 07:34:06,489,Completed,Unsuccessful,18,,Yes,Incoming,Diya Gupta,Reyansh Mehta
CALL-5279,E7402,R3648,2024-02-26 21:48:30,300,Completed,Unsuccessful,50,1.0,Yes,Outgoing,Rahul Sharma,Meera Mehta
CALL-8010,E1727,R2895,2024-04-18 08:35:52,86,Missed,,22,,No,Incoming,Meera Khan,Krishna Singh
CALL-2729,E5364,R4500,2024-04-26 12:37:31,541,Completed,Unsuccessful,57,,Yes,Outgoing,Ishaan Chauhan,Aditya Mehta
CALL-1664,E7675,R7947,2024-02-28 22:10:59,249,Missed,Unsuccessful,15,,No,Incoming,Neha Joshi,Meera Singh
CALL-1356,E6492,R7868,2024-10-12 13:56:25,197,Completed,Successful,10,2.0,Yes,Outgoing,Meera Rao,Aarav Rao
CALL-4659,E2399,R2731,2024-02-03 22:52:02,495,Completed,Unsuccessful,43,1.0,Yes,Outgoing,Neha Mehta,Sneha Joshi
CALL-9181,E2912,R3842,2024-01-02 16:05:00,220,Missed,Unsuccessful,40,,No,Outgoing,Aditi Sharma,Sneha Rao
CALL-5185,E4198,R2620,2024-10-12 10:27:06,366,Missed,,52,,No,Incoming,Aditi Mehta,Reyansh Singh
CALL-6879,E2399,R4715,2024-09-05 09:57:12,408,Completed,,23,3.0,Yes,Incoming,Neha Mehta,Ishaan Singh
CALL-3615,E8048,R6683,2024-02-06 15:53:55,330,Completed,Unsuccessful,29,2.0,Yes,Incoming,Aarav Patel,Neha Chauhan
CALL-7877,E6503,R4813,2024-07-05 23:34:50,207,Completed,Unsuccessful,14,1.0,Yes,Outgoing,Krishna Sharma,Aditya Chauhan
CALL-1695,E5330,R4554,2024-11-07 04:58:54,218,Missed,Unsuccessful,50,1.0,No,Incoming,Neha Verma,Rahul Mehta
CALL-9063,E2882,R3515,2024-12-19 00:32:49,553,Missed,,53,1.0,No,Outgoing,Ananya Singh,Ishika Joshi
CALL-4198,E7233,R7670,2024-08-05 21:33:46,581,Completed,Successful,46,,Yes,Incoming,Diya Patel,Aanya Chauhan
CALL-1167,E7402,R4808,2024-12-27 15:37:32,509,Missed,Unsuccessful,50,,No,Outgoing,Rahul Sharma,Krishna Joshi
CALL-3447,E7899,R7571,2024-05-26 17:20:27,154,Missed,,13,5.0,No,Outgoing,Karthik Rao,Vivaan Khan
CALL-8791,E5040,R6126,2024-03-07 23:42:32,168,Missed,,60,,No,Incoming,Rahul Joshi,Ishaan Rao
CALL-9229,E4279,R4716,2024-06-30 05:21:33,548,Missed,Successful,54,,No,Incoming,Arjun Patel,Arjun Joshi
CALL-9850,E4471,R7676,2024-01-30 09:58:17,276,Missed,Successful,23,,No,Incoming,Meera Patel,Aarav Joshi
CALL-3221,E8810,R6283,2024-12-26 00:21:18,137,Missed,Unsuccessful,8,4.0,No,Incoming,Aanya Patel,Ishaan Joshi
CALL-3822,E6728,R4021,2024-09-07 11:07:04,30,Missed,Unsuccessful,7,,No,Outgoing,Diya Verma,Aditya Singh
CALL-7196,E3736,R4021,2024-04-13 04:07:18,585,Missed,Successful,33,1.0,No,Incoming,Vivaan Rao,Aditya Singh
CALL-8333,E2838,R5123,2024-07-19 21:08:15,155,Completed,Successful,20,1.0,Yes,Incoming,Ananya Mehta,Priya Patel
CALL-8199,E6073,R1991,2024-09-23 22:50:48,364,Completed,Successful,16,1.0,Yes,Outgoing,Diya Khan,Sneha Khan
CALL-1588,E7995,R2731,2024-06-28 08:16:48,541,Missed,,22,,No,Outgoing,Aryan Sharma,Sneha Joshi
CALL-1982,E1261,R2682,2024-12-03 02:51:10,513,Missed,Successful,35,4.0,No,Incoming,Ishaan Verma,Reyansh Gupta
CALL-1886,E9625,R3430,2024-06-25 03:33:55,161,Missed,Successful,2,1.0,No,Outgoing,Sneha Singh,Sneha Verma
